Country Name,Indicator Name,Year,Value
Bahrain,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2010,20.72100067
Bahrain,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2011,21.57799911
Bahrain,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2012,22.50699997
Bahrain,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2013,23.56299973
Bahrain,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2014,24.68000031
Bahrain,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2015,25.19599915
Bahrain,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2016,25.43199921
Bahrain,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2017,25.03199959
Bahrain,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2018,24.29199982
Bahrain,Proportion of seats held by women in national parliaments (% of total number of seats),2003,0
Bahrain,Proportion of seats held by women in national parliaments (% of total number of seats),2004,0
Bahrain,Proportion of seats held by women in national parliaments (% of total number of seats),2005,0
Bahrain,Proportion of seats held by women in national parliaments (% of total number of seats),2006,0
Bahrain,Proportion of seats held by women in national parliaments (% of total number of seats),2007,2.5
Bahrain,Proportion of seats held by women in national parliaments (% of total number of seats),2008,2.5
Bahrain,Proportion of seats held by women in national parliaments (% of total number of seats),2009,2.5
Bahrain,Proportion of seats held by women in national parliaments (% of total number of seats),2010,2.5
Bahrain,Proportion of seats held by women in national parliaments (% of total number of seats),2011,2.5
Bahrain,Proportion of seats held by women in national parliaments (% of total number of seats),2012,10
Bahrain,Proportion of seats held by women in national parliaments (% of total number of seats),2013,10
Bahrain,Proportion of seats held by women in national parliaments (% of total number of seats),2014,10
Bahrain,Proportion of seats held by women in national parliaments (% of total number of seats),2015,7.5
Bahrain,Proportion of seats held by women in national parliaments (% of total number of seats),2016,7.5
Bahrain,Proportion of seats held by women in national parliaments (% of total number of seats),2017,7.5
Bahrain,Proportion of seats held by women in national parliaments (% of total number of seats),2018,7.5
Bahrain,Proportion of women in managerial positions (%),2001,12.3
Bahrain,Proportion of women in managerial positions (%),2004,10.6
Bangladesh,"Children out of school, female (% of female primary school age)",2007,3.04532
Bangladesh,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2000,19.38800049
Bangladesh,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2001,19.66600037
Bangladesh,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2002,20.05800056
Bangladesh,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2003,19.3010006
Bangladesh,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2004,18.40299988
Bangladesh,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2005,18.32299995
Bangladesh,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2006,18.62999916
Bangladesh,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2007,18.90699959
Bangladesh,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2008,18.93600082
Bangladesh,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2009,20.20700073
Bangladesh,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2010,20.21699905
Bangladesh,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2011,20.2159996
Bangladesh,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2012,20.17200089
Bangladesh,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2013,20.1439991
Bangladesh,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2014,20.08600044
Bangladesh,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2015,20.06399918
Bangladesh,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2016,21.67399979
Bangladesh,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2017,21.94400024
Bangladesh,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2018,22.11599922
Bangladesh,Proportion of seats held by women in national parliaments (% of total number of seats),2000,9.0909
Bangladesh,Proportion of seats held by women in national parliaments (% of total number of seats),2001,1.8182
Bangladesh,Proportion of seats held by women in national parliaments (% of total number of seats),2002,1.8182
Bangladesh,Proportion of seats held by women in national parliaments (% of total number of seats),2003,2
Bangladesh,Proportion of seats held by women in national parliaments (% of total number of seats),2004,2
Bangladesh,Proportion of seats held by women in national parliaments (% of total number of seats),2005,2
Bangladesh,Proportion of seats held by women in national parliaments (% of total number of seats),2006,14.7826
Bangladesh,Proportion of seats held by women in national parliaments (% of total number of seats),2009,6.3333
Bangladesh,Proportion of seats held by women in national parliaments (% of total number of seats),2010,18.5507
Bangladesh,Proportion of seats held by women in national parliaments (% of total number of seats),2011,18.5507
Bangladesh,Proportion of seats held by women in national parliaments (% of total number of seats),2012,19.7143
Bangladesh,Proportion of seats held by women in national parliaments (% of total number of seats),2013,19.7143
Bangladesh,Proportion of seats held by women in national parliaments (% of total number of seats),2014,6.3973
Bangladesh,Proportion of seats held by women in national parliaments (% of total number of seats),2015,20
Bangladesh,Proportion of seats held by women in national parliaments (% of total number of seats),2016,20
Bangladesh,Proportion of seats held by women in national parliaments (% of total number of seats),2017,20.2857
Bangladesh,Proportion of seats held by women in national parliaments (% of total number of seats),2018,20.2857
Bangladesh,Proportion of women in managerial positions (%),2006,9.7
Bangladesh,Proportion of women in managerial positions (%),2010,14.8
Bangladesh,Proportion of women in managerial positions (%),2013,13.2
Bangladesh,Proportion of women in managerial positions (%),2016,11.4
Bangladesh,Proportion of women in managerial positions (%),2017,10.7
Bangladesh,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years),2000,60.2
Bangladesh,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years),2004,64.5
Bangladesh,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years),2007,65.4
Bangladesh,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years),2011,69.7
Bangladesh,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years),2013,78.3
Bangladesh,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years),2014,72.6
Barbados,"Children out of school, female (% of female primary school age)",2000,2.93557
Barbados,"Children out of school, female (% of female primary school age)",2001,6.59083
Barbados,"Children out of school, female (% of female primary school age)",2002,6.69151
Barbados,"Children out of school, female (% of female primary school age)",2003,7.23203
Barbados,"Children out of school, female (% of female primary school age)",2004,7.64108
Barbados,"Children out of school, female (% of female primary school age)",2005,5.21028
Barbados,"Children out of school, female (% of female primary school age)",2006,1.91426
Barbados,"Children out of school, female (% of female primary school age)",2007,0.92191
Barbados,"Children out of school, female (% of female primary school age)",2008,2.05281
Barbados,"Children out of school, female (% of female primary school age)",2009,1.49644
Barbados,"Children out of school, female (% of female primary school age)",2010,4.11242
Barbados,"Children out of school, female (% of female primary school age)",2013,5.91001
Barbados,"Children out of school, female (% of female primary school age)",2014,3.71308
Barbados,"Children out of school, female (% of female primary school age)",2015,1.44401
Barbados,"Children out of school, female (% of female primary school age)",2016,4.21299
Barbados,"Children out of school, female (% of female primary school age)",2017,2.47406
Barbados,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2000,40.29100037
Barbados,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2001,39.71699905
Barbados,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2002,37.9640007
Barbados,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2003,38.61999893
Barbados,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2004,37.70899963
Barbados,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2005,38.01900101
Barbados,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2006,38.29800034
Barbados,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2007,36.28300095
Barbados,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2008,34.75400162
Barbados,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2009,34.64500046
Barbados,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2010,32.80500031
Barbados,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2011,28.38400078
Barbados,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2012,28.69400024
Barbados,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2013,26.93099976
Barbados,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2014,26.7329998
Barbados,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2015,31.1779995
Barbados,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2016,30.56699944
Barbados,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2017,30.59600067
Barbados,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2018,30.23800087
Barbados,Proportion of seats held by women in national parliaments (% of total number of seats),2000,10.7143
Barbados,Proportion of seats held by women in national parliaments (% of total number of seats),2001,10.7143
Barbados,Proportion of seats held by women in national parliaments (% of total number of seats),2002,10.7143
Barbados,Proportion of seats held by women in national parliaments (% of total number of seats),2003,10.7143
Barbados,Proportion of seats held by women in national parliaments (% of total number of seats),2004,13.3333
Barbados,Proportion of seats held by women in national parliaments (% of total number of seats),2005,13.3333
Barbados,Proportion of seats held by women in national parliaments (% of total number of seats),2006,13.3333
Barbados,Proportion of seats held by women in national parliaments (% of total number of seats),2007,13.3333
Barbados,Proportion of seats held by women in national parliaments (% of total number of seats),2008,10
Barbados,Proportion of seats held by women in national parliaments (% of total number of seats),2009,10
Barbados,Proportion of seats held by women in national parliaments (% of total number of seats),2010,10
Barbados,Proportion of seats held by women in national parliaments (% of total number of seats),2011,10
Barbados,Proportion of seats held by women in national parliaments (% of total number of seats),2012,10
Barbados,Proportion of seats held by women in national parliaments (% of total number of seats),2013,10
Barbados,Proportion of seats held by women in national parliaments (% of total number of seats),2014,16.6667
Barbados,Proportion of seats held by women in national parliaments (% of total number of seats),2015,16.6667
Barbados,Proportion of seats held by women in national parliaments (% of total number of seats),2016,16.6667
Barbados,Proportion of seats held by women in national parliaments (% of total number of seats),2017,16.6667
Barbados,Proportion of seats held by women in national parliaments (% of total number of seats),2018,16.6667
Barbados,Proportion of women in managerial positions (%),2000,35.1
Barbados,Proportion of women in managerial positions (%),2001,41.3
Barbados,Proportion of women in managerial positions (%),2002,42.2
Barbados,Proportion of women in managerial positions (%),2003,44.9
Barbados,Proportion of women in managerial positions (%),2004,43.4
Barbados,Proportion of women in managerial positions (%),2013,48.3
Barbados,Proportion of women in managerial positions (%),2014,48.6
Barbados,Proportion of women in managerial positions (%),2015,50.5
Barbados,Proportion of women in managerial positions (%),2016,48.6
Barbados,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years),2012,70
Belarus,"Children out of school, female (% of female primary school age)",2012,1.52779
Belarus,"Children out of school, female (% of female primary school age)",2013,2.58531
Belarus,"Children out of school, female (% of female primary school age)",2014,1.35976
Belarus,"Children out of school, female (% of female primary school age)",2015,1.01335
Belarus,"Children out of school, female (% of female primary school age)",2017,2.10219
Belarus,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2000,33.57600021
Belarus,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2001,34.00799942
Belarus,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2002,34.71900177
Belarus,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2003,35.58499908
Belarus,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2004,36.44100189
Belarus,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2005,37.57600021
Belarus,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2006,38.81700134
Belarus,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2007,40.07500076
Belarus,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2008,40.83399963
Belarus,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2009,41.50999832
Belarus,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2010,41.86299896
Belarus,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2011,42.125
Belarus,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2012,42.28499985
Belarus,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2013,42.28499985
Belarus,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2014,42.11600113
Belarus,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2015,41.82699966
Belarus,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2016,41.39899826
Belarus,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2017,40.36500168
Belarus,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2018,39.38399887
Belarus,Proportion of seats held by women in national parliaments (% of total number of seats),2000,9.0909
Belarus,Proportion of seats held by women in national parliaments (% of total number of seats),2001,9.0909
Belarus,Proportion of seats held by women in national parliaments (% of total number of seats),2002,10.3093
Belarus,Proportion of seats held by women in national parliaments (% of total number of seats),2003,10.3093
Belarus,Proportion of seats held by women in national parliaments (% of total number of seats),2004,10.3093
Belarus,Proportion of seats held by women in national parliaments (% of total number of seats),2005,29.3578
Belarus,Proportion of seats held by women in national parliaments (% of total number of seats),2006,29.0909
Belarus,Proportion of seats held by women in national parliaments (% of total number of seats),2007,29.0909
Belarus,Proportion of seats held by women in national parliaments (% of total number of seats),2008,29.0909
Belarus,Proportion of seats held by women in national parliaments (% of total number of seats),2009,31.8182
Belarus,Proportion of seats held by women in national parliaments (% of total number of seats),2010,31.8182
Belarus,Proportion of seats held by women in national parliaments (% of total number of seats),2011,31.8182
Belarus,Proportion of seats held by women in national parliaments (% of total number of seats),2012,31.8182
Belarus,Proportion of seats held by women in national parliaments (% of total number of seats),2013,26.6055
Belarus,Proportion of seats held by women in national parliaments (% of total number of seats),2014,26.6055
Belarus,Proportion of seats held by women in national parliaments (% of total number of seats),2015,27.2727
Belarus,Proportion of seats held by women in national parliaments (% of total number of seats),2016,27.2727
Belarus,Proportion of seats held by women in national parliaments (% of total number of seats),2017,34.5455
Belarus,Proportion of seats held by women in national parliaments (% of total number of seats),2018,34.5455
Belarus,Proportion of women in managerial positions (%),2009,46.3
Belarus,Proportion of women in managerial positions (%),2016,46
Belarus,Proportion of women in managerial positions (%),2017,47.6
Belarus,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years),2012,74.2
Belgium,"Children out of school, female (% of female primary school age)",2001,0.30178
Belgium,"Children out of school, female (% of female primary school age)",2002,1.2942
Belgium,"Children out of school, female (% of female primary school age)",2003,2.65541
Belgium,"Children out of school, female (% of female primary school age)",2004,3.06368
Belgium,"Children out of school, female (% of female primary school age)",2005,2.8334
Belgium,"Children out of school, female (% of female primary school age)",2006,1.80903
Belgium,"Children out of school, female (% of female primary school age)",2007,1.19428
Belgium,"Children out of school, female (% of female primary school age)",2008,1.38866
Belgium,"Children out of school, female (% of female primary school age)",2009,1.58126
Belgium,"Children out of school, female (% of female primary school age)",2010,1.40362
Belgium,"Children out of school, female (% of female primary school age)",2011,1.20332
Belgium,"Children out of school, female (% of female primary school age)",2012,1.23899
Belgium,"Children out of school, female (% of female primary school age)",2013,1.43755
Belgium,"Children out of school, female (% of female primary school age)",2014,1.169
Belgium,"Children out of school, female (% of female primary school age)",2015,0.8961
Belgium,"Children out of school, female (% of female primary school age)",2016,0.2866
Belgium,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2000,24.51199913
Belgium,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2001,25.05699921
Belgium,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2002,23.26099968
Belgium,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2003,25.53100014
Belgium,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2004,25.20800018
Belgium,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2005,24.96100044
Belgium,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2006,25.27499962
Belgium,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2007,25.23500061
Belgium,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2008,23.22699928
Belgium,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2009,22.95000076
Belgium,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2010,23.86199951
Belgium,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2011,22.23999977
Belgium,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2012,21.56200027
Belgium,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2013,21.65399933
Belgium,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2014,21.72400093
Belgium,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2015,21.52599907
Belgium,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2016,20.93300056
Belgium,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2017,21.00699997
Belgium,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2018,20.70599937
Belgium,Proportion of seats held by women in national parliaments (% of total number of seats),2000,23.3333
Belgium,Proportion of seats held by women in national parliaments (% of total number of seats),2001,23.3333
Belgium,Proportion of seats held by women in national parliaments (% of total number of seats),2002,23.3333
Belgium,Proportion of seats held by women in national parliaments (% of total number of seats),2003,23.3333
Belgium,Proportion of seats held by women in national parliaments (% of total number of seats),2004,35.3333
Belgium,Proportion of seats held by women in national parliaments (% of total number of seats),2005,34.6667
Belgium,Proportion of seats held by women in national parliaments (% of total number of seats),2006,34.6667
Belgium,Proportion of seats held by women in national parliaments (% of total number of seats),2007,34.6667
Belgium,Proportion of seats held by women in national parliaments (% of total number of seats),2008,35.3333
Belgium,Proportion of seats held by women in national parliaments (% of total number of seats),2009,35.3333
Belgium,Proportion of seats held by women in national parliaments (% of total number of seats),2010,38
Belgium,Proportion of seats held by women in national parliaments (% of total number of seats),2011,39.3333
Belgium,Proportion of seats held by women in national parliaments (% of total number of seats),2012,38
Belgium,Proportion of seats held by women in national parliaments (% of total number of seats),2013,38
Belgium,Proportion of seats held by women in national parliaments (% of total number of seats),2014,41.3333
Belgium,Proportion of seats held by women in national parliaments (% of total number of seats),2015,39.3333
Belgium,Proportion of seats held by women in national parliaments (% of total number of seats),2016,39.3333
Belgium,Proportion of seats held by women in national parliaments (% of total number of seats),2017,38
Belgium,Proportion of seats held by women in national parliaments (% of total number of seats),2018,38
Belgium,Proportion of women in managerial positions (%),2000,32.1
Belgium,Proportion of women in managerial positions (%),2001,32.9
Belgium,Proportion of women in managerial positions (%),2002,31.8
Belgium,Proportion of women in managerial positions (%),2003,29.9
Belgium,Proportion of women in managerial positions (%),2004,29.9
Belgium,Proportion of women in managerial positions (%),2005,31.8
Belgium,Proportion of women in managerial positions (%),2006,31.5
Belgium,Proportion of women in managerial positions (%),2007,33.8
Belgium,Proportion of women in managerial positions (%),2008,32.7
Belgium,Proportion of women in managerial positions (%),2009,34
Belgium,Proportion of women in managerial positions (%),2010,34.1
Belgium,Proportion of women in managerial positions (%),2011,29.9
Belgium,Proportion of women in managerial positions (%),2012,32.4
Belgium,Proportion of women in managerial positions (%),2013,31.4
Belgium,Proportion of women in managerial positions (%),2014,31.7
Belgium,Proportion of women in managerial positions (%),2015,32.6
Belgium,Proportion of women in managerial positions (%),2016,32.7
Belgium,Proportion of women in managerial positions (%),2017,33.6
Belize,"Children out of school, female (% of female primary school age)",2000,6.51149
Belize,"Children out of school, female (% of female primary school age)",2002,5.20204
Belize,"Children out of school, female (% of female primary school age)",2003,3.23947
Belize,"Children out of school, female (% of female primary school age)",2004,4.80984
Belize,"Children out of school, female (% of female primary school age)",2005,3.69677
Belize,"Children out of school, female (% of female primary school age)",2006,3.98997
Belize,"Children out of school, female (% of female primary school age)",2007,3.80243
Belize,"Children out of school, female (% of female primary school age)",2008,2.95008
Belize,"Children out of school, female (% of female primary school age)",2009,1.60131
Belize,"Children out of school, female (% of female primary school age)",2010,2.87563
Belize,"Children out of school, female (% of female primary school age)",2012,1.20088
Belize,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2000,26.40800095
Belize,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2001,27.03000069
Belize,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2002,27.00900078
Belize,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2003,27.08499908
Belize,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2004,27.32699966
Belize,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2005,29.17200089
Belize,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2006,30.80500031
Belize,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2007,31.38199997
Belize,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2008,30.16300011
Belize,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2009,29.29400063
Belize,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2010,28.62299919
Belize,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2011,27.64800072
Belize,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2012,27.22500038
Belize,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2013,24.86300087
Belize,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2014,25.93400002
Belize,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2015,27.25099945
Belize,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2016,25.07999992
Belize,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2017,25.74600029
Belize,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2018,26.14299965
Belize,Proportion of seats held by women in national parliaments (% of total number of seats),2000,6.8966
Belize,Proportion of seats held by women in national parliaments (% of total number of seats),2001,6.8966
Belize,Proportion of seats held by women in national parliaments (% of total number of seats),2002,6.8966
Belize,Proportion of seats held by women in national parliaments (% of total number of seats),2003,6.8966
Belize,Proportion of seats held by women in national parliaments (% of total number of seats),2004,3.3333
Belize,Proportion of seats held by women in national parliaments (% of total number of seats),2005,6.6667
Belize,Proportion of seats held by women in national parliaments (% of total number of seats),2006,6.6667
Belize,Proportion of seats held by women in national parliaments (% of total number of seats),2007,6.6667
Belize,Proportion of seats held by women in national parliaments (% of total number of seats),2008,3.3333
Belize,Proportion of seats held by women in national parliaments (% of total number of seats),2009,0
Belize,Proportion of seats held by women in national parliaments (% of total number of seats),2010,0
Belize,Proportion of seats held by women in national parliaments (% of total number of seats),2011,0
Belize,Proportion of seats held by women in national parliaments (% of total number of seats),2012,0
Belize,Proportion of seats held by women in national parliaments (% of total number of seats),2013,3.125
Belize,Proportion of seats held by women in national parliaments (% of total number of seats),2014,3.125
Belize,Proportion of seats held by women in national parliaments (% of total number of seats),2015,3.125
Belize,Proportion of seats held by women in national parliaments (% of total number of seats),2016,3.125
Belize,Proportion of seats held by women in national parliaments (% of total number of seats),2017,9.375
Belize,Proportion of seats held by women in national parliaments (% of total number of seats),2018,9.375
Belize,Proportion of women in managerial positions (%),2014,39.3
Belize,Proportion of women in managerial positions (%),2015,46.4
Belize,Proportion of women in managerial positions (%),2017,51.1
Belize,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years),2011,73.1
Belize,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years),2016,65.9
Benin,"Children out of school, female (% of female primary school age)",2005,21.57448
Benin,"Children out of school, female (% of female primary school age)",2007,16.41868
Benin,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2000,57.53900146
Benin,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2001,57.84899902
Benin,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2002,56.05400085
Benin,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2003,54.26300049
Benin,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2004,52.47999954
Benin,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2005,50.77199936
Benin,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2006,49.12200165
Benin,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2007,47.39899826
Benin,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2008,45.52799988
Benin,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2009,43.85300064
Benin,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2010,44.36899948
Benin,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2011,44.22000122
Benin,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2012,44.18999863
Benin,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2013,44.19499969
Benin,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2014,44.11500168
Benin,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2015,44.08800125
Benin,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2016,44.22900009
Benin,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2017,44.09799957
Benin,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2018,43.97900009
Benin,Proportion of seats held by women in national parliaments (% of total number of seats),2000,6.0241
Benin,Proportion of seats held by women in national parliaments (% of total number of seats),2001,6.0241
Benin,Proportion of seats held by women in national parliaments (% of total number of seats),2002,6.0241
Benin,Proportion of seats held by women in national parliaments (% of total number of seats),2003,6.0241
Benin,Proportion of seats held by women in national parliaments (% of total number of seats),2004,7.2289
Benin,Proportion of seats held by women in national parliaments (% of total number of seats),2005,7.2289
Benin,Proportion of seats held by women in national parliaments (% of total number of seats),2006,7.2289
Benin,Proportion of seats held by women in national parliaments (% of total number of seats),2007,7.2289
Benin,Proportion of seats held by women in national parliaments (% of total number of seats),2008,10.8434
Benin,Proportion of seats held by women in national parliaments (% of total number of seats),2009,10.8434
Benin,Proportion of seats held by women in national parliaments (% of total number of seats),2010,10.8434
Benin,Proportion of seats held by women in national parliaments (% of total number of seats),2011,10.8434
Benin,Proportion of seats held by women in national parliaments (% of total number of seats),2012,8.4337
Benin,Proportion of seats held by women in national parliaments (% of total number of seats),2013,8.4337
Benin,Proportion of seats held by women in national parliaments (% of total number of seats),2014,8.4337
Benin,Proportion of seats held by women in national parliaments (% of total number of seats),2015,8.4337
Benin,Proportion of seats held by women in national parliaments (% of total number of seats),2016,7.2289
Benin,Proportion of seats held by women in national parliaments (% of total number of seats),2017,7.2289
Benin,Proportion of seats held by women in national parliaments (% of total number of seats),2018,7.2289
Benin,Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years),2001,17.1
